OBJECTID,YEAR_,STATE,AGENCY,Fire Name,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Decades,Shape__Area,Shape__Length
2119,2020,CA,CDF,COYOTE,7/15/2020,7/18/2020,14,1,1,1485.075,2020-2025,9360859.672,16996.49701
2120,2020,CA,CDF,WALKER,6/16/2020,6/23/2020,9,2,1,1398.004,2020-2025,9143297.871,19226.90335
2121,2020,CA,USF,DALTON ,7/23/2020,8/15/2020,1,3,1,1367.078,2020-2025,9939544.84,23649.39721
2122,2020,CA,NPS,SCORPION,5/31/2020,6/5/2020,2,1,1,1320.728,2020-2025,7802740.031,28437.06377
2123,2020,CA,NPS,MORAINE,8/21/2020,12/29/2020,1,2,1,1316.038,2020-2025,8306597.441,15529.47741
2124,2020,CA,CDF,WILLOWS,9/9/2020,10/13/2020,7,3,1,1309.09,2020-2025,8877495.797,15221.41054
2125,2020,CA,CDF,OAK,9/7/2020,9/28/2020,9,7,1,1146.466,2020-2025,7799786.219,18184.11758
2126,2020,CA,CDF,AIRPORT,12/1/2020,12/13/2020,14,2,1,1085.7,2020-2025,6394320.586,21111.07575
2127,2020,CA,NPS,IVANPAH,6/22/2020,6/26/2020,8,8,1,1051.485,2020-2025,6385724.965,12295.63866
2128,2020,CA,CDF,GRADE,6/22/2020,6/25/2020,7,1,1,1050.24,2020-2025,6599440.164,13592.22281
2129,2020,CA,USF,ALLEN,7/21/2020,8/27/2020,1,3,1,1034.795,2020-2025,7439245.473,19543.30775
2130,2020,CA,DOD,INDIA,6/9/2020,6/14/2020,9,8,1,959.2821,2020-2025,5579077.5,15945.70344
2131,2020,CA,CDF,1-12,8/24/2020,9/10/2020,1,1,1,946.5836,2020-2025,6530778.578,18556.52565
2132,2020,CA,CDF,5-4 POTTERS ,8/17/2020,9/10/2020,1,1,1,925.4019,2020-2025,6307904.035,16613.48391
2133,2020,CA,USF,ADAMS,7/26/2020,7/31/2020,1,2,1,901.6728,2020-2025,6213201.703,14572.36531
2134,2020,CA,CDF,BITTER,6/16/2020,6/20/2020,10,1,1,895.4044,2020-2025,5605739.777,12797.67401
2135,2020,CA,USF,SHOTGUN,8/19/2020,1/4/2021,1,3,1,840.8506,2020-2025,5256307.855,23325.47131
2136,2020,CA,CDF,CREEK,8/18/2020,8/26/2020,10,7,1,834.2442,2020-2025,5727850.402,12821.81315
2137,2020,CA,CCO,LIME,6/10/2020,6/17/2020,14,7,1,802.5537,2020-2025,4788548.145,13860.1065
2138,2020,CA,CDF,COTTONWOOD,7/27/2020,7/29/2020,10,4,1,788.082,2020-2025,5019931.582,13227.93484
2139,2020,CA,CDF,CLAY,7/29/2020,7/29/2020,3,1,1,740.1123,2020-2025,4886122.641,15488.66036
2140,2020,CA,CDF,ELK,8/16/2020,8/17/2020,1,1,1,730.4814,2020-2025,4982413.309,12016.13872
2141,2020,CA,CDF,JONES,8/17/2020,9/28/2020,1,3,1,705.546,2020-2025,4770841.824,15226.05477
2142,2020,CA,CCO,DRUM,6/14/2020,6/17/2020,2,1,1,695.4706,2020-2025,4167186.676,18011.62011
2143,2020,CA,CDF,AMORUSO,6/1/2020,6/4/2020,2,1,1,685.585,2020-2025,4578171.914,12399.37539
2144,2020,CA,USF,BULLFROG,9/8/2020,11/9/2020,14,7,1,654.6398,2020-2025,4175193.848,10191.63846
2145,2020,CA,USF,ROWHER,7/1/2020,7/9/2020,7,7,1,648.1807,2020-2025,3876623.852,17177.21978
2146,2020,CA,USF,TRIMMER,8/3/2020,9/1/2020,14,8,1,593.8648,2020-2025,3765339.039,10322.53487
2147,2020,CA,BLM,R-2 TRUMBULL,6/23/2020,6/28/2020,1,1,1,576.6608,2020-2025,4040625.441,15222.41121
2148,2020,CA,CDF,SITES,8/2/2020,8/2/2020,14,1,1,569.5134,2020-2025,3854750.738,8133.105361
2149,2020,CA,CDF,LAKE,7/4/2020,7/4/2020,10,1,1,567.0063,2020-2025,3459823.297,14090.65428
2150,2020,CA,BLM,R-8 PINECODE,8/24/2020,8/29/2020,1,7,1,566.4945,2020-2025,4002114.391,13005.85523
2151,2020,CA,USF,COLEMAN,10/18/2020,11/15/2020,14,8,1,562.9138,2020-2025,3497453.773,14566.24352
2152,2020,CA,CDF,BADGER,7/18/2020,7/19/2020,10,1,1,557.3061,2020-2025,4060376.105,13506.56665
2153,2020,CA,DOD,PAVE PAWS,8/2/2020,8/2/2020,11,1,1,532.7733,2020-2025,3589054.992,10122.68925
2154,2020,CA,USF,HOG,6/12/2020,6/18/2020,14,6,1,527.4882,2020-2025,3342182.105,7973.111745
2155,2020,CA,CDF,MEISS,8/13/2020,8/13/2020,9,1,1,509.1472,2020-2025,3365238.551,10408.34868
2156,2020,CA,BLM,R-5 SNOWSTORM,8/17/2020,8/18/2020,1,4,1,471.722,2020-2025,3314899.777,12670.0493
2157,2020,CA,CDF,AVILA,6/15/2020,6/20/2020,14,1,1,434.291,2020-2025,2636154.871,15280.53623
2158,2020,CA,BLM,SODA,6/17/2020,6/17/2020,1,1,1,421.4699,2020-2025,2545329.93,8257.52921
2159,2020,CA,USF,HOBO,9/1/2020,9/10/2020,11,8,1,413.5251,2020-2025,2926304.918,10122.19591
2160,2020,CA,CDF,HENSLEY,8/30/2020,9/2/2020,7,1,1,398.4815,2020-2025,2538309.848,14750.30341
2161,2020,CA,DOD,VALLEY,7/15/2020,7/16/2020,14,1,1,376.9104,2020-2025,2538316.879,9803.350364
2162,2020,CA,CDF,PARK,7/4/2020,7/10/2020,2,2,1,342.5213,2020-2025,2186240.574,7516.04467
2163,2020,CA,CDF,PLATINA,7/19/2020,7/21/2020,9,1,1,339.4666,2020-2025,2374022.141,9206.192733
2164,2020,CA,CDF,RICO,6/22/2020,6/23/2020,11,1,1,338.1396,2020-2025,2094725.047,7785.799561
2165,2020,CA,USF,STUMP,8/1/2020,8/11/2020,14,8,1,325.4124,2020-2025,2269874.672,8490.008298
2166,2020,CA,CDF,PASS,8/4/2020,8/5/2020,10,1,1,323.1761,2020-2025,1991152.844,10759.2126
2167,2020,CA,CDF,WHALE,8/15/2020,8/18/2020,1,1,1,322.3367,2020-2025,1972454.324,6142.230578
2168,2020,CA,CCO,RIDGE,7/27/2020,7/28/2020,14,7,1,320.8393,2020-2025,1928676.691,12353.96593
2169,2020,CA,CCO,ELIZABETH,6/10/2020,6/13/2020,14,6,1,298.9597,2020-2025,1778128.586,6564.640207
2170,2020,CA,CCO,JOHNSON,8/28/2020,8/29/2020,10,1,1,291.9492,2020-2025,1750755.305,7290.871992
2171,2020,CA,CDF,4-8,8/17/2020,8/18/2020,1,1,1,278.01,2020-2025,1891689.641,8954.967188
2172,2020,CA,CDF,POINT,10/25/2020,10/27/2020,9,1,1,276.6583,2020-2025,1931390.746,9622.195991
2173,2020,CA,BLM,W-4 TERMO,8/17/2020,8/20/2020,1,4,1,265.5839,2020-2025,1883874.984,13848.35429
2174,2020,CA,BLM,BEND,6/25/2020,6/27/2020,14,7,1,264.3114,2020-2025,1609881.02,8049.680724
2175,2020,CA,CDF,5-6 CASCADE CREEK,8/17/2020,9/10/2020,1,1,1,260.1756,2020-2025,1780346.898,7022.574927
2176,2020,CA,BLM,R-1 MAPES,8/10/2020,8/13/2020,1,4,1,258.9581,2020-2025,1817475.813,10098.68736
2177,2020,CA,BLM,AURORA,6/26/2020,7/2/2020,1,7,1,238.2839,2020-2025,1567149.25,9380.459453
2178,2020,CA,USF,MARTINDALE,9/28/2020,9/29/2020,14,3,1,233.3453,2020-2025,1395509.25,6201.777625
2179,2020,CA,CCO,SHEEP,7/30/2020,7/30/2020,14,1,1,233.0561,2020-2025,1413545.836,7205.225392
2180,2020,CA,CDF,BRADLEY,6/8/2020,6/9/2020,2,1,1,230.3548,2020-2025,1424371.152,5835.150037
2181,2020,CA,USF,SPRING,8/17/2020,8/27/2020,1,6,1,228.8344,2020-2025,1601273.645,5181.593242
2182,2020,CA,USF,DAM,7/30/2020,10/1/2020,14,1,1,226.3658,2020-2025,1341769.281,5915.385827
2183,2020,CA,CDF,SPRINGS,6/19/2020,6/22/2020,10,1,1,223.8869,2020-2025,1381668.32,6273.755132
2184,2020,CA,USF,BASEBALL,2/25/2020,3/3/2020,18,8,1,215.5255,2020-2025,1477447.488,7197.504819
2185,2020,CA,CDF,BITTERWATER,6/7/2020,6/8/2020,11,1,1,210.5436,2020-2025,1313615.355,6469.821062
2186,2020,CA,USF,TEXAS,8/6/2020,8/11/2020,2,3,1,209.9507,2020-2025,1253999.844,7050.448059
2187,2020,CA,NPS,NORTH WHIZZ DOME,8/25/2020,11/19/2020,1,7,2,199.9823,2020-2025,1301046.375,5300.896432
2188,2020,CA,BLM,R-3 SKEDDADLE,6/23/2020,6/28/2020,1,1,1,197.5077,2020-2025,1376990.273,11419.16818
2189,2020,CA,CDF,DYER,7/6/2020,7/6/2020,8,1,1,194.6603,2020-2025,1296860.605,7757.246838
2190,2020,CA,CDF,HUNTER,6/21/2020,6/25/2020,4,1,1,194.558,2020-2025,1201839.723,6820.75933
2191,2020,CA,BLM,R-3 LITTLE FREDOYNER,7/21/2020,7/26/2020,1,1,1,187.3438,2020-2025,1319821,6833.524495
2192,2020,CA,CDF,CARRIZO,8/12/2020,8/12/2020,10,1,1,184.9174,2020-2025,1126390.402,4863.026813
2193,2020,CA,USF,BROOK,7/29/2020,8/1/2020,9,8,1,183.2128,2020-2025,1088039.621,7953.742306
2194,2020,CA,CDF,BEEGUM,2/22/2020,2/23/2020,18,2,1,181.4404,2020-2025,1264981.578,10696.81651
2195,2020,CA,CCO,CASTAIC,8/1/2020,8/1/2020,14,1,1,178.3116,2020-2025,1066001.359,6079.351514
2196,2020,CA,BLM,R-6 TUNNISON,7/28/2020,7/30/2020,1,7,1,175.148,2020-2025,1227196.203,5068.737188
2197,2020,CA,CDF,1-7,8/17/2020,9/26/2020,1,1,1,174.789,2020-2025,1207708.797,6517.765383
2198,2020,CA,CDF,BRUDER,10/14/2020,10/15/2020,14,1,1,169.5485,2020-2025,1001062.055,5739.959449
2199,2020,CA,CCO,BAKER,6/17/2020,6/18/2020,14,1,1,165.1797,2020-2025,1006161.898,7573.073402
2200,2020,CA,CDF,LAKEVILLE,6/5/2020,6/5/2020,2,6,1,159.6805,2020-2025,1048803.695,4456.877916
2201,2020,CA,CCO,ELSMERE,8/3/2020,8/3/2020,14,8,1,159.2057,2020-2025,947991.3672,8008.788574
2202,2020,CA,CDF,MINA,8/10/2020,8/15/2020,4,2,1,158.8692,2020-2025,1091466.074,5106.029786
2203,2020,CA,CDF,TOPAZ,6/12/2020,6/12/2020,2,1,1,157.1149,2020-2025,958376.8047,5750.035587
2204,2020,CA,CCO,HOLLISTER,5/7/2020,5/10/2020,11,1,1,157.0178,2020-2025,937233.7188,5267.798345
2205,2020,CA,CDF,GRIZZLY,3/2/2020,3/6/2020,14,1,1,155.273,2020-2025,1064278.563,6540.583641
2206,2020,CA,CDF,SODA,7/3/2020,7/3/2020,2,1,1,152.5866,2020-2025,928273.8125,4996.199946
2207,2020,CA,CDF,POWER,7/11/2020,7/15/2020,11,1,1,151.5495,2020-2025,967344.7031,5184.749506
2208,2020,CA,CDF,VINEYARD,6/9/2020,6/18/2020,2,1,1,150.4945,2020-2025,1007057.359,5675.645916
2209,2020,CA,CDF,HILL,7/24/2020,7/24/2020,10,6,1,139.1295,2020-2025,934300.1641,4013.696165
2210,2020,CA,CDF,AVOCADO,6/30/2020,7/11/2020,14,1,1,137.5814,2020-2025,933389.9766,4076.504034
2211,2020,CA,BIA,JONES POINT,8/8/2020,,14,8,1,136.5928,2020-2025,972429.7148,6422.525738
2212,2020,CA,CDF,DERSCH,10/25/2020,1/25/2021,7,1,1,133.2995,2020-2025,933421.0508,9483.093424
2213,2020,CA,BLM,RAILROAD,6/23/2020,6/25/2020,1,1,1,131.8772,2020-2025,904462.6797,4927.756382
2214,2020,CA,BLM,SMOKETREE,6/2/2020,6/5/2020,8,7,1,129.9944,2020-2025,763479.7891,4593.449565
2215,2020,CA,CCO,SAN DIMAS,11/6/2020,11/6/2020,7,7,1,128.1708,2020-2025,759180.5547,3681.258025
2216,2020,CA,USF,IRIS,7/21/2020,8/4/2020,1,8,1,124.9983,2020-2025,805416.3711,10749.2027
2217,2020,CA,BLM,166,8/3/2020,8/4/2020,14,1,1,120.7202,2020-2025,728607.125,4938.812417
2218,2020,CA,CDF,PITZER,7/17/2020,7/18/2020,9,1,1,118.7805,2020-2025,707587.0898,5085.815638
2219,2020,CA,CDF,FORKS,6/18/2020,6/21/2020,15,1,1,117.2348,2020-2025,733209.3281,5251.157509
2220,2020,CA,BLM,BASIC,6/24/2020,6/24/2020,1,7,1,116.1777,2020-2025,702693.1914,5144.109807
2221,2020,CA,CDF,NELSON,6/18/2020,6/23/2020,11,1,1,109.6023,2020-2025,733134.7305,4179.743142
2222,2020,CA,CDF,CLARK,8/14/2020,8/14/2020,14,1,1,106.785,2020-2025,729464.8555,5533.236416
2223,2020,CA,CDF,NELSON,6/17/2020,6/25/2020,14,1,1,103.3316,2020-2025,703657.6367,5758.364508
2224,2020,CA,BLM,ELLIOT,7/7/2020,7/13/2020,14,7,1,102.6417,2020-2025,587306.4805,5400.210928
2225,2020,CA,USF,ANTELOPE,2/17/2020,2/18/2020,5,8,1,101.7666,2020-2025,695930.8594,4195.576081
2226,2020,CA,CDF,REDWOOD,10/23/2020,10/23/2020,2,1,1,101.4003,2020-2025,711099.6328,3753.852905
2227,2020,CA,USF,MESA,1/21/2020,,14,8,1,100.5549,2020-2025,617535.8359,4212.912794
2228,2020,CA,USF,POINT,10/26/2020,11/5/2020,14,8,1,93.22421,2020-2025,625576.8945,5586.636446
2229,2020,CA,BIA,MP 21,7/20/2020,,14,8,1,93.0484,2020-2025,665132.9961,6223.195175
2230,2020,CA,CCO,ROCK POOL,8/16/2020,8/17/2020,14,7,1,92.71667,2020-2025,548603.207,4264.610928
2231,2020,CA,CDF,1-8,8/17/2020,9/10/2020,1,1,1,92.39507,2020-2025,637869.1992,3794.789843
2232,2020,CA,CDF,CASINO,7/13/2020,7/13/2020,7,7,1,91.579,2020-2025,534893.168,3965.862754
2233,2020,CA,CCO,WOODY,8/14/2020,8/14/2020,14,1,1,90.52191,2020-2025,555702.6992,3524.333234
2234,2020,CA,BLM,STANDING ROCK,7/19/2020,7/20/2020,14,4,1,90.21207,2020-2025,539748.1875,7007.208039
2235,2020,CA,CDF,LIBERTY,6/17/2020,6/17/2020,5,1,1,88.69255,2020-2025,582787.0078,6146.408183
2236,2020,CA,CDF,HONCUT,6/20/2020,6/22/2020,14,1,1,88.18584,2020-2025,597747.5117,4162.198454
2237,2020,CA,CDF,SALT,10/5/2020,10/5/2020,10,6,1,86.66375,2020-2025,576695.5977,4835.896323
2238,2020,CA,CCO,EQUESTRIAN,6/8/2020,6/9/2020,11,1,1,83.61877,2020-2025,499137.7695,3815.298252
2239,2020,CA,USF,RIDGE,6/17/2020,6/20/2020,10,7,1,82.71301,2020-2025,511365.8203,4049.042638
2240,2020,CA,CDF,HUNTERS,6/7/2020,6/11/2020,2,1,1,82.1401,2020-2025,530471.418,4659.651118
2241,2020,CA,CDF,SKYLINE 3,6/11/2020,6/14/2020,14,1,1,79.95433,2020-2025,458460.9688,4983.22669
2242,2020,CA,BLM,BARNES,8/30/2020,9/2/2020,14,4,1,79.4174,2020-2025,473966.1445,3394.956152
2243,2020,CA,CCO,VIEW,6/6/2020,6/7/2020,11,1,1,77.05924,2020-2025,461807.9297,3887.79851
2244,2020,CA,CDF,DULUTH,8/10/2020,8/12/2020,10,1,1,71.94994,2020-2025,480239.207,5784.257079
2245,2020,CA,CDF,BORDER 7,6/11/2020,6/13/2020,14,1,1,70.65142,2020-2025,403717.0313,2918.53238
2246,2020,CA,CCO,COMANCHE,7/26/2020,7/27/2020,14,1,1,66.15605,2020-2025,401194.1094,4069.537767
2247,2020,CA,CDF,KINGS,7/5/2020,7/5/2020,2,1,1,65.94609,2020-2025,416526.9648,3621.588375
2248,2020,CA,CDF,3-19,8/18/2020,10/21/2020,1,4,1,65.00854,2020-2025,439629.1055,2611.286609
2249,2020,CA,CDF,II-2,8/15/2020,8/15/2020,1,1,1,64.87589,2020-2025,392548.4063,3325.652852
2250,2020,CA,CDF,POPE,10/23/2020,10/23/2020,10,6,1,64.28315,2020-2025,426249.7773,3286.326297
2251,2020,CA,BLM,HILL,6/23/2020,6/25/2020,1,1,1,63.22726,2020-2025,433835.0273,4078.117613
2252,2020,CA,CDF,AIRLINE,12/25/2020,12/25/2020,7,1,1,62.40783,2020-2025,388882.0938,5360.407905
2253,2020,CA,USF,FLAT,6/30/2020,8/22/2020,10,7,1,62.04057,2020-2025,438504.7578,4750.319092
2254,2020,CA,USF,MOUNT R,7/3/2020,7/6/2020,2,1,1,61.77013,2020-2025,366166.0508,5096.232882
2255,2020,CA,USF,H - 8 WELL,7/26/2020,,1,1,1,60.99067,2020-2025,430788.1367,4679.540373
2256,2020,CA,CDF,BORDER 11,7/28/2020,7/30/2020,14,1,1,59.76928,2020-2025,341525.9102,4060.841304
2257,2020,CA,CDF,TRIPP,7/9/2020,7/9/2020,2,7,1,59.73152,2020-2025,349042.7852,3773.59929
2258,2020,CA,CDF,WILLOWS,12/2/2020,12/3/2020,14,1,1,58.15114,2020-2025,333622.3047,4342.902697
2259,2020,CA,CDF,BAR,4/25/2020,4/26/2020,5,1,1,57.78563,2020-2025,406463.2305,6053.002952
2260,2020,CA,CDF,PARISH,6/27/2020,6/27/2020,14,6,1,57.63135,2020-2025,377416.6992,3209.251361
2261,2020,CA,USF,EASTON,7/20/2020,7/21/2020,7,8,1,56.79852,2020-2025,336392.4883,4628.908899
2262,2020,CA,CDF,FIELDS,10/6/2020,10/9/2020,5,1,1,55.32843,2020-2025,373125.2734,3143.530999
2263,2020,CA,USF,COPPER,8/18/2020,8/22/2020,1,7,1,54.70824,2020-2025,379644,4405.754997
2264,2020,CA,BLM,WOOD,2/23/2020,2/23/2020,5,6,1,54.35728,2020-2025,382484.0313,2872.6431
2265,2020,CA,CDF,PLACER,8/25/2020,8/25/2020,2,1,1,53.15897,2020-2025,324301.125,2960.151717
2266,2020,CA,USF,LITTLE SODA,7/28/2020,,1,8,1,53.08945,2020-2025,388742.5547,3858.944253
2267,2020,CA,CCO,LILAC,10/18/2020,10/19/2020,14,1,1,52.84681,2020-2025,320521.6797,3232.548108
2268,2020,CA,CDF,STAGE,6/21/2020,6/22/2020,7,1,1,51.16013,2020-2025,322586.0781,3336.97263
2269,2020,CA,CDF,GARDEN,5/6/2020,5/9/2020,2,1,1,49.00878,2020-2025,334118.9258,3611.378663
2270,2020,CA,CDF,BEN,7/15/2020,7/17/2020,11,1,1,48.12535,2020-2025,309356.2461,2971.192793
2271,2020,CA,CDF,SKYLINE,8/3/2020,8/16/2020,14,1,1,47.93214,2020-2025,281870.625,3076.177951
2272,2020,CA,USF,BAKER,3/3/2020,3/7/2020,5,6,1,47.61832,2020-2025,323691.3828,3530.698309
2273,2020,CA,CDF,HUASNA,5/13/2020,5/13/2020,5,1,1,47.4296,2020-2025,287161.2969,3280.433226
2274,2020,CA,CDF,MENTONE,10/12/2020,10/13/2020,10,6,1,47.27253,2020-2025,279545.1016,3559.136297
2275,2020,CA,CCO,WEST,6/21/2020,6/21/2020,14,1,1,46.83757,2020-2025,281528.8555,2371.90874
2276,2020,CA,CDF,COPPER,9/30/2020,9/30/2020,3,1,1,46.58341,2020-2025,308142.9102,3134.084533
2277,2020,CA,CDF,VOLCANO,8/20/2020,8/22/2020,9,1,1,46.38861,2020-2025,270454.582,2163.211527
2278,2020,CA,BLM,R-5 DRY,6/23/2020,6/28/2020,1,1,1,45.45549,2020-2025,316572.418,3922.004981
2279,2020,CA,USF,BELL,7/28/2020,,1,1,1,44.9006,2020-2025,294576.6602,6226.611877
2280,2020,CA,CDF,CACHE,7/6/2020,7/6/2020,4,6,1,44.79775,2020-2025,298307.8203,2862.177473
2281,2020,CA,CCO,SHERWOOD,8/29/2020,8/29/2020,14,1,1,44.59859,2020-2025,273941.7656,2299.939726
2282,2020,CA,CDF,HILLS,7/28/2020,7/28/2020,9,1,1,44.13896,2020-2025,278570.2734,3468.796414
2283,2020,CA,CDF,FRUDDEN,6/3/2020,6/4/2020,14,1,1,43.21143,2020-2025,267048.3398,2652.845246
2284,2020,CA,FWS,TULE,10/2/2020,10/2/2020,2,1,1,43.19823,2020-2025,315974.1602,2626.825273
2285,2020,CA,USF,PUMICE ,6/15/2020,6/21/2020,1,8,1,43.0267,2020-2025,277498.1289,3403.530852
2286,2020,CA,CDF,DEN,5/23/2020,5/23/2020,11,1,1,42.87516,2020-2025,264731.4375,2238.833309
2287,2020,AZ,BIA,AHA MACAV,9/11/2020,9/11/2020,9,8,1,42.10368,2020-2025,254583.6406,3502.269874
2288,2020,CA,USF,GIBSON,7/19/2020,7/20/2020,9,8,1,41.67092,2020-2025,296706.4102,3394.082272
2289,2020,CA,CCO,FLAT,7/9/2020,7/12/2020,14,1,1,40.12797,2020-2025,244002.3359,3515.808805
2290,2020,CA,CDF,JOHNSON,8/4/2020,8/5/2020,14,1,1,39.91976,2020-2025,250837.0938,2822.623525
2291,2020,CA,CDF,WATT,6/11/2020,6/13/2020,14,1,1,39.86606,2020-2025,265518.2227,3532.947958
2292,2020,CA,CCO,PERKIN,12/8/2020,12/11/2020,14,7,1,39.82645,2020-2025,236398.9258,2695.474566
2293,2020,CA,USF,FEATHER,8/13/2020,8/17/2020,2,1,1,39.70483,2020-2025,271903.3594,5203.518928
2294,2020,CA,USF,PITMAN,12/26/2020,12/26/2020,2,7,1,39.66626,2020-2025,235298.9688,3027.958161
2295,2020,CA,CDF,SIERRA,6/8/2020,6/8/2020,8,1,1,39.05026,2020-2025,229655.6602,6088.606313
2296,2020,CA,CCO,JOHNSON,8/5/2020,8/6/2020,14,1,1,38.07296,2020-2025,230876.0781,2953.056531
2297,2020,CA,USF,IRON,8/17/2020,8/22/2020,1,7,1,37.90358,2020-2025,262137.0313,2710.740885
2298,2020,CA,CDF,SHACKLEFORD,9/11/2020,9/11/2020,14,1,1,37.65027,2020-2025,272468.9805,2903.044779
2299,2020,CA,CDF,SCHOOLHOUSE,9/9/2020,9/9/2020,14,1,1,37.06404,2020-2025,269098.0898,2367.926695
2300,2020,CA,CDF,PFE,7/5/2020,7/5/2020,14,1,1,36.70193,2020-2025,244431.5273,3012.198354
2301,2020,CA,CDF,GREEN,6/14/2020,6/14/2020,9,1,1,36.14019,2020-2025,213904.1094,3125.917768
2302,2020,CA,CDF,WATER,8/2/2020,8/2/2020,14,7,1,36.02038,2020-2025,212564.4766,3032.668537
2303,2020,CA,BLM,ORANGE,9/19/2020,10/6/2020,14,6,1,35.97919,2020-2025,212844.7578,3375.206663
2304,2020,CA,CCO,VISTA ,9/9/2020,9/9/2020,14,1,1,34.71796,2020-2025,210541.8242,2535.847867
2305,2020,CA,CDF,WILLOW,3/10/2020,3/11/2020,5,1,1,33.97389,2020-2025,230549.7813,2477.151815
2306,2020,CA,USF,33,5/22/2020,5/24/2020,2,1,1,33.6675,2020-2025,202790.1563,3052.428607
2307,2020,CA,CDF,JUAN,7/5/2020,7/5/2020,11,6,1,33.28214,2020-2025,203983.5859,2251.941808
2308,2020,CA,CDF,METZ,5/24/2020,5/24/2020,2,1,1,33.09181,2020-2025,207268.6953,3239.205524
2309,2020,CA,CDF,GAGE,6/28/2020,6/28/2020,2,1,1,33.05524,2020-2025,203234.3711,3411.537511
2310,2020,CA,BLM,CIMA,9/4/2020,9/6/2020,14,1,1,32.43561,2020-2025,198352.5977,3584.988413
2311,2020,CA,CDF,CIRCLE,10/7/2020,10/8/2020,8,1,1,32.20207,2020-2025,200531.3789,2582.135487
2312,2020,CA,CDF,GATOS,4/26/2020,4/26/2020,2,1,1,31.95898,2020-2025,199029.6367,2149.264853
2313,2020,CA,CDF,GRAND,10/15/2020,10/20/2020,14,1,1,31.06108,2020-2025,211492.5273,3068.50147
2314,2020,CA,NPS,HORSE,8/23/2020,11/19/2020,1,1,2,30.1925,2020-2025,195135.8789,5326.920237
2315,2020,CA,CDF,KARCHNER,6/5/2020,6/6/2020,2,1,1,30.02494,2020-2025,201532.5898,1974.730536
2316,2020,CA,USF,FISH CREEK,8/21/2020,,1,8,1,29.7827,2020-2025,184664.8789,2783.08918
2317,2020,CA,CDF,INDIAN,6/26/2020,6/28/2020,9,1,1,29.49193,2020-2025,172265.7422,2363.192692
2318,2020,CA,CCO,KIRSCHEMANN,5/28/2020,5/28/2020,2,1,1,28.75139,2020-2025,173394.8477,1724.029761
2319,2020,CA,CCO,TWITCHELL,6/6/2020,6/6/2020,1,1,1,28.68455,2020-2025,173213.0781,3330.00789
2320,2020,CA,LRA,SIMPSON,10/15/2020,10/17/2020,14,6,1,28.57458,2020-2025,192491.0586,1971.429707
2321,2020,CA,CDF,CRONAN,6/9/2020,6/9/2020,2,1,1,28.27121,2020-2025,188749.9883,1949.28488
2322,2020,CA,CDF,MOUNTAIN,6/17/2020,6/17/2020,11,6,1,28.20186,2020-2025,185579.5703,2577.978049
2323,2020,CA,CDF,VISTA,6/21/2020,6/22/2020,11,1,1,27.80219,2020-2025,176097.0586,2666.986283
2324,2020,CA,CDF,2-26,8/17/2020,9/10/2020,1,1,1,27.64174,2020-2025,191103.5742,1987.669251
2325,2020,CA,CDF,ATHENS,8/10/2020,8/11/2020,14,1,1,27.30048,2020-2025,182387.6445,2119.19412
2326,2020,CA,CDF,SUTTER,5/24/2020,5/24/2020,11,1,1,26.95898,2020-2025,167316.2422,1946.584466
2327,2020,CA,CCO,PEAK,8/11/2020,8/11/2020,10,7,1,26.72971,2020-2025,158808.4492,1872.924436
2328,2020,CA,CDF,SYCAMORE,6/23/2020,6/25/2020,7,1,1,26.59245,2020-2025,168936.418,2418.989114
2329,2020,CA,CDF,STAGE,9/23/2020,9/23/2020,11,6,1,26.56782,2020-2025,174493.5117,2879.021708
2330,2020,CA,CDF,RED,4/23/2020,4/24/2020,5,1,1,26.40666,2020-2025,182659.8945,2684.268887
2331,2020,CA,CCO,LITO,9/7/2020,9/7/2020,9,1,1,25.82244,2020-2025,154580.9141,1976.451964
2332,2020,CA,CDF,LYONS,10/13/2020,10/13/2020,10,6,1,25.58551,2020-2025,172188.1055,2419.233863
2333,2020,CA,BLM,HORN,6/2/2020,6/3/2020,14,1,1,25.20167,2020-2025,178314.4883,3307.505489
2334,2020,CA,USF,BIRD,7/21/2020,7/23/2020,1,1,1,25.04811,2020-2025,173300.7734,2078.422954
2335,2020,CA,CDF,CROSS,10/7/2020,10/7/2020,2,1,1,24.49597,2020-2025,151625.8359,2109.645491
2336,2020,CA,CDF,BERRY,8/1/2020,8/1/2020,2,1,1,24.21436,2020-2025,148446.5703,2849.763563
2337,2020,CA,CCO,PARK,7/5/2020,7/7/2020,14,1,1,24.09784,2020-2025,141579.5117,2020.079466
2338,2020,CA,BLM,STANDARD,7/5/2020,7/5/2020,14,1,1,23.77994,2020-2025,145240.625,2905.421948
2339,2020,CA,CDF,MINER,7/25/2020,7/25/2020,14,1,1,23.13611,2020-2025,166418.6016,2899.109655
2340,2020,CA,CDF,HUTTON,12/7/2020,12/7/2020,14,1,1,22.70941,2020-2025,137253.6133,2046.486098
2341,2020,CA,FWS,SANDY,9/8/2020,9/8/2020,10,1,1,22.68961,2020-2025,144926.9023,2730.386688
2342,2020,CA,CDF,COPPERHEAD,10/26/2020,10/26/2020,2,1,1,22.66812,2020-2025,139948.1719,1915.848542
2343,2020,CA,CDF,FARRIER,7/24/2020,7/31/2020,8,1,1,22.6343,2020-2025,150787.4414,1693.89813
